participant,condition,level,repetition,fa_main,rt_correct_key_s
P15,A,alpha,1,0.26666666666666666,0.4637079000473022
P15,A,alpha,2,0.13333333333333333,0.5400049686431885
P15,A,alpha,3,0.3333333333333333,0.4378691832224528
P15,A,beta,1,0.3,0.42913662592569984
P15,A,beta,2,0.03333333333333333,0.5893853039577089
P15,A,beta,3,0.16666666666666666,0.42228159109751384
P15,A,gamma,1,0.16666666666666666,0.6075769186019897
P15,A,gamma,2,0.26666666666666666,0.5414604154126398
P15,A,gamma,3,0.06666666666666667,0.44960709275870486
P15,B,alpha,1,0.9333333333333333,1.0360914707183837
P15,B,alpha,2,0.8666666666666667,0.8521201014518738
P15,B,alpha,3,1.0,0.7730191389719645
P15,B,beta,1,0.8666666666666667,1.0917073447128822
P15,B,beta,2,0.9333333333333333,0.8818436861038208
P15,B,beta,3,0.9666666666666667,0.7744071236972151
P15,B,gamma,1,0.9333333333333333,0.959722352027893
P15,B,gamma,2,0.9666666666666667,0.8651864528656006
P15,B,gamma,3,1.0,0.9661079168319702
P15,C,alpha,1,1.0,0.5575981299082439
P15,C,alpha,2,0.9333333333333333,0.5339818080266316
P15,C,alpha,3,1.0,0.5085165659586589
P15,C,beta,1,1.0,0.6796900590260824
P15,C,beta,2,0.9333333333333333,0.571529499689738
P15,C,beta,3,0.9666666666666667,0.5267803192138671
P15,C,gamma,1,0.9666666666666667,0.9262983957926433
P15,C,gamma,2,1.0,0.720421306292216
P15,C,gamma,3,1.0,0.7029521624247234
